"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-07-09-19.45.00.000000,12321,0.0,0.0,0.0,43.2,41.86,42.4,0.0,0.0,0.0
2021-07-09-19.50.00.000000,12322,0.0,0.0,0.0,42.5,41.21,41.7,0.0,0.0,0.0
2021-07-09-19.55.00.000000,12323,0.0,0.0,0.0,41.8,40.57,41.0,0.0,0.0,0.0
2021-07-09-20.00.00.000000,12324,0.0,0.0,0.0,41.2,39.92,40.2,0.0,0.0,0.0
2021-07-09-20.05.00.000000,12325,0.0,0.0,0.0,41.0,39.81,40.1,0.0,0.0,0.0
2021-07-09-20.10.00.000000,12326,0.0,0.0,0.0,35.9,34.84,34.4,0.0,0.0,0.0
2021-07-09-20.15.00.000000,12327,0.0,0.0,0.0,35.6,34.49,34.0,0.0,0.0,0.0
2021-07-09-20.20.00.000000,12328,0.0,0.0,0.0,35.2,34.14,33.6,0.0,0.0,0.0
2021-07-09-20.25.00.000000,12329,0.0,0.0,0.0,34.8,33.79,33.2,0.0,0.0,0.0
2021-07-09-20.30.00.000000,12330,0.0,0.0,0.0,34.5,33.44,32.8,0.0,0.0,0.0
2021-07-09-20.35.00.000000,12331,0.0,0.0,0.0,34.1,33.09,32.4,0.0,0.0,0.0
2021-07-09-20.40.00.000000,12332,0.0,0.0,0.0,33.8,32.74,32.0,0.0,0.0,0.0
2021-07-09-20.45.00.000000,12333,0.0,0.0,0.0,33.4,32.39,31.6,0.0,0.0,0.0
2021-07-09-20.50.00.000000,12334,0.0,0.0,0.0,33.0,32.04,31.2,0.0,0.0,0.0
2021-07-09-20.55.00.000000,12335,0.0,0.0,0.0,32.7,31.69,30.8,0.0,0.0,0.0
2021-07-09-21.00.00.000000,12336,0.0,0.0,0.0,32.3,31.34,30.4,0.0,0.0,0.0
2021-07-09-21.05.00.000000,12337,0.0,0.0,0.0,32.0,31.08,30.1,0.0,0.0,0.0
2021-07-09-21.10.00.000000,12338,0.0,0.0,0.0,31.8,30.81,29.8,0.0,0.0,0.0
2021-07-09-21.15.00.000000,12339,0.0,0.0,0.0,31.5,30.55,29.5,0.0,0.0,0.0
2021-07-09-21.20.00.000000,12340,0.0,0.0,0.0,31.2,30.28,29.2,0.0,0.0,0.0
2021-07-09-21.25.00.000000,12341,0.0,0.0,0.0,30.9,30.02,28.9,0.0,0.0,0.0
2021-07-09-21.30.00.000000,12342,0.0,0.0,0.0,30.7,29.75,28.6,0.0,0.0,0.0
2021-07-09-21.35.00.000000,12343,0.0,0.0,0.0,30.4,29.49,28.3,0.0,0.0,0.0
2021-07-09-21.40.00.000000,12344,0.0,0.0,0.0,30.1,29.22,28.0,0.0,0.0,0.0
2021-07-09-21.45.00.000000,12345,0.0,0.0,0.0,29.9,28.95,27.7,0.0,0.0,0.0
2021-07-09-21.50.00.000000,12346,0.0,0.0,0.0,29.6,28.69,27.4,0.0,0.0,0.0
2021-07-09-21.55.00.000000,12347,0.0,0.0,0.0,29.3,28.42,27.1,0.0,0.0,0.0
2021-07-09-22.00.00.000000,12348,0.0,0.0,0.0,28.6,27.78,26.3,0.0,0.0,0.0
2021-07-09-22.05.00.000000,12349,0.0,0.0,0.0,28.6,27.76,26.3,0.0,0.0,0.0
2021-07-09-22.10.00.000000,12350,0.0,0.0,0.0,28.6,27.75,26.3,0.0,0.0,0.0
2021-07-09-22.15.00.000000,12351,0.0,0.0,0.0,28.6,27.73,26.3,0.0,0.0,0.0
2021-07-09-22.20.00.000000,12352,0.0,0.0,0.0,28.6,27.71,26.2,0.0,0.0,0.0
2021-07-09-22.25.00.000000,12353,0.0,0.0,0.0,28.5,27.69,26.2,0.0,0.0,0.0
2021-07-09-22.30.00.000000,12354,0.0,0.0,0.0,28.5,27.67,26.2,0.0,0.0,0.0
2021-07-09-22.35.00.000000,12355,0.0,0.0,0.0,28.5,27.65,26.2,0.0,0.0,0.0
2021-07-09-22.40.00.000000,12356,0.0,0.0,0.0,28.5,27.63,26.2,0.0,0.0,0.0
2021-07-09-22.45.00.000000,12357,0.0,0.0,0.0,28.5,27.61,26.1,0.0,0.0,0.0
2021-07-09-22.50.00.000000,12358,0.0,0.0,0.0,28.4,27.59,26.1,0.0,0.0,0.0
2021-07-09-22.55.00.000000,12359,0.0,0.0,0.0,28.4,27.58,26.1,0.0,0.0,0.0
2021-07-09-23.00.00.000000,12360,0.0,0.0,0.0,28.4,27.56,26.1,0.0,0.0,0.0
2021-07-09-23.05.00.000000,12361,0.0,0.0,0.0,28.4,27.53,26.0,0.0,0.0,0.0
2021-07-09-23.10.00.000000,12362,0.0,0.0,0.0,28.4,27.5,26.0,0.0,0.0,0.0
2021-07-09-23.15.00.000000,12363,0.0,0.0,0.0,28.3,27.48,26.0,0.0,0.0,0.0
2021-07-09-23.20.00.000000,12364,0.0,0.0,0.0,28.3,27.45,25.9,0.0,0.0,0.0
2021-07-09-23.25.00.000000,12365,0.0,0.0,0.0,28.3,27.43,25.9,0.0,0.0,0.0
2021-07-09-23.30.00.000000,12366,0.0,0.0,0.0,28.2,27.4,25.9,0.0,0.0,0.0
2021-07-09-23.35.00.000000,12367,0.0,0.0,0.0,28.2,27.38,25.9,0.0,0.0,0.0
2021-07-09-23.40.00.000000,12368,0.0,0.0,0.0,28.2,27.35,25.8,0.0,0.0,0.0
2021-07-09-23.45.00.000000,12369,0.0,0.0,0.0,28.2,27.32,25.8,0.0,0.0,0.0
2021-07-09-23.50.00.000000,12370,0.0,0.0,0.0,28.1,27.3,25.8,0.0,0.0,0.0
2021-07-09-23.55.00.000000,12371,0.0,0.0,0.0,28.1,27.27,25.7,0.0,0.0,0.0
2021-07-10-00.00.00.000000,12372,0.0,0.0,0.0,28.1,27.25,25.7,0.0,0.0,0.0
2021-07-10-00.05.00.000000,12373,0.0,0.0,0.0,28.1,27.27,25.7,0.0,0.0,0.0
2021-07-10-00.10.00.000000,12374,0.0,0.0,0.0,28.1,27.29,25.8,0.0,0.0,0.0
2021-07-10-00.15.00.000000,12375,0.0,0.0,0.0,28.2,27.31,25.8,0.0,0.0,0.0
2021-07-10-00.20.00.000000,12376,0.0,0.0,0.0,28.2,27.33,25.8,0.0,0.0,0.0
2021-07-10-00.25.00.000000,12377,0.0,0.0,0.0,28.2,27.35,25.8,0.0,0.0,0.0
2021-07-10-00.30.00.000000,12378,0.0,0.0,0.0,28.2,27.37,25.9,0.0,0.0,0.0
2021-07-10-00.35.00.000000,12379,0.0,0.0,0.0,28.2,27.39,25.9,0.0,0.0,0.0
2021-07-10-00.40.00.000000,12380,0.0,0.0,0.0,28.3,27.41,25.9,0.0,0.0,0.0
2021-07-10-00.45.00.000000,12381,0.0,0.0,0.0,28.3,27.43,25.9,0.0,0.0,0.0
2021-07-10-00.50.00.000000,12382,0.0,0.0,0.0,28.3,27.45,25.9,0.0,0.0,0.0
2021-07-10-00.55.00.000000,12383,0.0,0.0,0.0,28.3,27.47,26.0,0.0,0.0,0.0
2021-07-10-01.00.00.000000,12384,0.0,0.0,0.0,28.3,27.49,26.0,0.0,0.0,0.0
2021-06-11-06.25.00.000000,4097,0.0,0.0,0.0,29.7,28.83,33.0,0.0,0.0,0.0
2021-06-11-06.30.00.000000,4098,0.0,0.0,0.0,29.9,29.02,33.2,0.0,0.0,0.0
2021-06-11-06.35.00.000000,4099,0.0,0.0,0.0,30.1,29.22,33.5,0.0,0.0,0.0
2021-06-11-06.40.00.000000,4100,57.9,689.5,40.63525391,35.6,42.77,35.0,88.1,0.0,197.43
2021-06-11-06.45.00.000000,4101,84.0,691.4,58.91601563,35.6,42.77,34.8,131.2,214.3,286.25
2021-06-11-06.50.00.000000,4102,80.5,695.5,56.78710938,35.8,42.91,34.9,121.4,148.7,275.9
2021-06-11-06.55.00.000000,4103,86.7,700.7,61.69677734,36.0,43.2,35.0,127.4,146.5,299.75
2021-06-11-07.00.00.000000,4104,95.0,708.0,67.921875,36.0,43.26,35.1,133.1,149.6,329.99
2021-06-11-07.05.00.000000,4105,152.5,712.0,109.5078125,36.4,43.63,34.8,217.2,197.5,532.03
2021-06-11-07.10.00.000000,4106,193.3,715.1,138.8808594,36.8,44.1,34.7,276.2,323.5,674.73
2021-06-11-07.15.00.000000,4107,246.5,715.4,178.0664063,37.4,44.91,34.5,351.1,408.5,865.09
2021-06-11-07.20.00.000000,4108,258.4,716.1,187.4042969,38.2,45.79,34.7,375.7,439.8,910.45
2021-06-11-07.25.00.000000,4109,307.3,713.8,222.40625,38.9,46.72,34.7,442.7,560.7,1080.49
2021-06-11-07.30.00.000000,4110,345.9,710.9,249.8378906,39.9,47.89,35.2,498.5,560.5,1213.75
2021-06-11-07.35.00.000000,4111,402.4,705.7,287.421875,40.7,48.89,35.4,566.7,647.9,1396.32
2021-06-11-07.40.00.000000,4112,401.7,706.2,286.9960938,41.7,50.01,35.9,561.9,705.2,1394.24
2021-06-11-07.45.00.000000,4113,355.7,709.5,254.4921875,42.6,51.16,36.5,499.1,553.8,1236.32
2021-06-11-07.50.00.000000,4114,255.5,715.7,185.7304688,43.3,51.95,37.7,361.4,404.4,902.27
2021-06-11-07.55.00.000000,4115,165.8,718.0,121.3125,43.6,52.27,39.0,243.6,257.8,589.33
2021-06-11-08.00.00.000000,4116,100.9,716.5,73.86816406,43.6,52.34,39.9,150.9,131.6,358.84
2021-06-11-08.05.00.000000,4117,70.4,711.8,50.66943359,43.9,52.74,40.6,104.3,120.4,246.14
2021-06-11-08.10.00.000000,4118,62.9,707.5,45.15478516,44.2,53.02,40.8,89.9,107.5,219.35
2021-06-11-08.15.00.000000,4119,59.3,703.5,42.30664063,44.5,53.46,41.0,81.9,98.1,205.51
2021-06-11-08.20.00.000000,4120,53.7,698.0,38.74023438,44.6,53.46,41.2,73.6,88.3,188.19
2021-06-11-08.25.00.000000,4121,0.0,0.0,0.0,30.2,29.26,33.5,0.0,0.0,0.0
2021-06-11-08.30.00.000000,4122,0.0,0.0,0.0,30.4,29.48,33.8,0.0,0.0,0.0
2021-06-11-08.35.00.000000,4123,0.0,0.0,0.0,30.6,29.7,34.0,0.0,0.0,0.0
2021-06-11-08.40.00.000000,4124,0.0,0.0,0.0,30.8,29.91,34.3,0.0,0.0,0.0
2021-06-11-08.45.00.000000,4125,0.0,0.0,0.0,31.1,30.13,34.5,0.0,0.0,0.0
2021-06-11-08.50.00.000000,4126,0.0,0.0,0.0,31.3,30.34,34.8,0.0,0.0,0.0
2021-06-11-08.55.00.000000,4127,0.0,0.0,0.0,31.5,30.56,35.0,0.0,0.0,0.0
2021-06-11-09.00.00.000000,4128,0.0,0.0,0.0,31.7,30.78,35.3,0.0,0.0,0.0
2021-06-11-09.05.00.000000,4129,0.0,0.0,0.0,31.9,30.98,35.5,0.0,0.0,0.0
2021-06-11-09.10.00.000000,4130,0.0,0.0,0.0,32.2,31.19,35.7,0.0,0.0,0.0
2021-06-11-09.15.00.000000,4131,60.4,676.4,42.12402344,42.6,51.08,41.8,75.6,92.8,204.61
2021-06-11-09.20.00.000000,4132,86.1,705.9,61.61181641,42.6,51.08,41.4,110.4,107.5,299.26
2021-06-11-09.25.00.000000,4133,120.6,715.2,87.67578125,42.6,51.08,41.1,158.1,107.5,425.85
2021-06-11-09.30.00.000000,4134,169.1,722.0,123.8046875,42.7,51.29,40.9,223.9,274.9,601.33
2021-06-11-09.35.00.000000,4135,225.7,725.4,164.0,43.2,51.83,40.8,301.0,446.8,796.55
2021-06-11-09.40.00.000000,4136,234.4,721.8,169.5742188,43.8,52.57,41.0,315.0,358.3,823.62
2021-06-11-09.45.00.000000,4137,196.8,715.6,141.0585938,44.3,53.15,41.4,266.6,286.3,685.11
2021-06-11-09.50.00.000000,4138,148.3,712.3,106.8457031,44.5,53.4,41.7,203.0,241.2,518.94
2021-06-11-09.55.00.000000,4139,126.4,711.4,90.87011719,44.6,53.46,41.8,171.4,203.9,441.34
2021-06-11-10.00.00.000000,4140,132.4,712.5,95.57226563,44.6,53.46,41.8,176.2,195.5,464.18
2021-06-11-10.05.00.000000,4141,189.6,713.0,136.6855469,44.6,53.49,41.7,252.6,200.8,663.85
2021-06-11-10.10.00.000000,4142,269.1,715.8,193.5527344,44.9,53.82,41.5,357.9,219.6,940.03
2021-06-11-10.15.00.000000,4143,341.8,718.6,245.8320313,45.6,54.68,41.2,468.4,760.2,1193.93
2021-06-11-10.20.00.000000,4144,310.2,712.3,222.1582031,46.5,55.83,41.6,423.5,760.2,1078.94
2021-06-11-10.25.00.000000,4145,224.5,701.0,160.3183594,47.2,56.66,42.2,309.1,313.0,778.6
2021-06-11-10.30.00.000000,4146,132.8,691.4,93.4609375,47.5,57.02,43.0,170.9,89.5,453.9
2021-06-11-10.35.00.000000,4147,82.6,700.9,58.96582031,47.5,57.02,43.9,106.5,117.3,286.37
2021-06-11-10.40.00.000000,4148,88.6,712.3,64.29980469,47.5,57.02,44.4,116.6,173.1,312.27
2021-06-11-10.45.00.000000,4149,91.9,713.8,66.77929688,47.5,57.02,44.4,123.6,173.1,324.31
2021-06-11-10.50.00.000000,4150,0.0,0.0,0.0,34.7,33.68,38.6,0.0,0.0,0.0
2021-06-11-10.55.00.000000,4151,0.0,0.0,0.0,35.0,33.95,38.9,0.0,0.0,0.0
2021-06-11-11.00.00.000000,4152,0.0,0.0,0.0,35.3,34.21,39.2,0.0,0.0,0.0
2021-06-11-11.05.00.000000,4153,0.0,0.0,0.0,35.3,34.28,39.3,0.0,0.0,0.0
2021-06-11-11.10.00.000000,4154,0.0,0.0,0.0,35.4,34.35,39.3,0.0,0.0,0.0
2021-06-11-11.15.00.000000,4155,0.0,0.0,0.0,35.5,34.42,39.4,0.0,0.0,0.0
2021-06-11-11.20.00.000000,4156,0.0,0.0,0.0,35.6,34.49,39.5,0.0,0.0,0.0
2021-06-11-11.25.00.000000,4157,0.0,0.0,0.0,35.6,34.56,39.6,0.0,0.0,0.0
2021-06-11-11.30.00.000000,4158,0.0,0.0,0.0,35.7,34.63,39.7,0.0,0.0,0.0
2021-06-11-11.35.00.000000,4159,0.0,0.0,0.0,35.8,34.71,39.8,0.0,0.0,0.0
2021-06-11-11.40.00.000000,4160,0.0,0.0,0.0,35.9,34.78,39.8,0.0,0.0,0.0
2021-06-11-11.45.00.000000,4161,0.0,0.0,0.0,35.9,34.85,39.9,0.0,0.0,0.0
2021-06-11-11.50.00.000000,4162,0.0,0.0,0.0,36.0,34.92,40.0,0.0,0.0,0.0
2021-06-11-11.55.00.000000,4163,0.0,0.0,0.0,36.1,34.99,40.1,0.0,0.0,0.0
2021-06-11-12.00.00.000000,4164,0.0,0.0,0.0,36.1,35.06,40.2,0.0,0.0,0.0
2021-06-11-12.05.00.000000,4165,0.0,0.0,0.0,36.2,35.09,40.2,0.0,0.0,0.0
2021-06-11-12.10.00.000000,4166,0.0,0.0,0.0,36.2,35.12,40.2,0.0,0.0,0.0
2021-06-11-12.15.00.000000,4167,0.0,0.0,0.0,36.2,35.15,40.3,0.0,0.0,0.0
2021-06-11-12.20.00.000000,4168,0.0,0.0,0.0,36.3,35.19,40.3,0.0,0.0,0.0
2021-06-11-12.25.00.000000,4169,0.0,0.0,0.0,36.3,35.22,40.3,0.0,0.0,0.0
2021-06-11-12.30.00.000000,4170,0.0,0.0,0.0,36.3,35.25,40.4,0.0,0.0,0.0
2021-06-11-12.35.00.000000,4171,63.1,702.7,45.3125,44.6,53.46,41.8,75.3,92.7,220.01
2021-06-11-12.40.00.000000,4172,71.1,706.1,50.87744141,44.6,53.46,41.8,84.6,104.1,247.03
2021-06-11-12.45.00.000000,4173,77.2,708.5,55.59716797,44.6,53.46,41.8,92.1,113.2,269.94
2021-06-11-12.50.00.000000,4174,86.1,712.7,62.10302734,44.6,53.46,41.8,102.7,126.1,301.53
2021-06-11-12.55.00.000000,4175,99.3,718.9,72.328125,44.6,53.46,41.8,119.3,146.3,351.17
2021-06-11-13.00.00.000000,4176,120.2,724.5,88.03515625,44.6,53.46,41.8,145.1,177.5,427.43
2021-06-11-13.05.00.000000,4177,143.2,728.3,105.3085938,44.6,53.46,41.8,173.8,212.4,511.29
2021-06-11-13.10.00.000000,4178,154.1,728.9,113.3730469,44.6,53.55,41.9,187.7,229.2,550.44
2021-06-11-13.15.00.000000,4179,151.7,727.9,111.4179688,44.9,53.86,42.1,185.2,225.2,540.94
2021-06-11-13.20.00.000000,4180,189.9,731.3,140.3554688,45.1,54.07,41.8,233.3,244.2,681.43
2021-06-11-13.25.00.000000,4181,250.5,733.5,185.8496094,45.5,54.57,41.3,312.4,386.9,902.3
2021-06-11-13.30.00.000000,4182,313.9,735.5,233.2207031,45.9,55.06,40.8,397.1,506.2,1132.28
2021-06-11-13.35.00.000000,4183,341.2,731.2,252.3300781,46.7,55.99,40.7,438.2,522.3,1225.04
2021-06-11-13.40.00.000000,4184,333.4,725.5,244.625,47.3,56.73,40.8,433.4,513.8,1187.62
2021-06-11-13.45.00.000000,4185,323.8,721.1,236.1308594,47.9,57.48,41.1,423.5,498.6,1146.38
2021-06-11-13.50.00.000000,4186,343.9,716.7,247.6835938,48.7,58.47,41.6,449.7,464.6,1202.45
2021-06-11-13.55.00.000000,4187,409.5,710.1,292.2226563,49.7,59.64,42.1,532.6,612.6,1418.67
2021-06-11-14.00.00.000000,4188,454.4,701.2,320.890625,50.9,61.09,42.6,591.0,712.8,1557.83
2021-06-11-14.05.00.000000,4189,442.7,694.8,310.7773438,51.5,61.76,42.5,575.0,684.4,1508.72
2021-06-11-14.10.00.000000,4190,400.3,694.1,280.2851563,51.7,62.05,42.3,517.7,593.4,1360.67
2021-06-11-14.15.00.000000,4191,369.3,695.3,258.640625,51.8,62.16,42.2,476.8,572.2,1255.59
2021-06-11-14.20.00.000000,4192,352.1,697.1,247.3378906,52.1,62.53,42.5,458.2,528.7,1200.71
2021-06-11-14.25.00.000000,4193,336.4,698.3,236.5371094,52.2,62.63,43.2,438.4,508.5,1148.26
2021-06-11-14.30.00.000000,4194,356.9,699.0,251.4785156,51.9,62.29,43.7,472.8,502.4,1220.79
2021-06-11-14.35.00.000000,4195,417.7,719.0,304.8203125,51.0,61.25,43.6,634.4,491.0,1479.72
2021-06-11-14.40.00.000000,4196,469.8,736.0,350.1210938,50.6,60.74,43.3,900.8,1208.6,1699.61
2021-06-11-14.45.00.000000,4197,501.9,747.2,379.4023438,50.6,60.74,43.2,1091.4,1208.6,1841.73
2021-06-11-14.50.00.000000,4198,505.0,733.5,375.734375,51.4,61.66,44.0,1153.3,1208.6,1823.91
2021-06-11-14.55.00.000000,4199,496.2,697.9,351.546875,52.0,62.45,44.8,954.4,1054.0,1706.48
2021-06-11-15.00.00.000000,4200,455.9,676.3,312.3242188,52.4,62.85,45.5,753.7,580.0,1516.07
2021-06-11-15.05.00.000000,4201,384.8,659.3,254.5039063,52.3,62.82,45.8,529.8,580.0,1235.39
2021-06-11-15.10.00.000000,4202,277.6,668.9,187.0371094,51.6,61.86,45.7,383.6,473.2,907.89
2021-06-11-15.15.00.000000,4203,178.9,673.7,121.03125,50.1,60.08,45.2,246.9,137.6,587.49
2021-06-11-15.20.00.000000,4204,97.7,679.9,66.79101563,48.3,57.91,44.5,130.8,121.6,324.2
2021-06-11-15.25.00.000000,4205,74.1,690.9,51.67919922,46.4,55.7,44.2,96.5,113.3,250.85
2021-06-11-15.30.00.000000,4206,83.8,706.0,60.19580078,44.8,53.76,43.5,101.8,117.3,292.18
2021-06-11-15.35.00.000000,4207,125.2,720.6,91.84765625,43.8,52.54,43.0,134.5,127.2,445.82
2021-06-11-15.40.00.000000,4208,153.1,726.0,112.9335938,43.5,52.2,42.7,160.1,149.3,548.16
2021-06-11-15.45.00.000000,4209,141.0,720.1,103.8466797,43.4,52.1,43.0,149.5,98.5,504.05
2021-06-11-15.50.00.000000,4210,120.2,714.3,88.04394531,43.6,52.27,43.2,135.2,98.5,427.34
2021-06-11-15.55.00.000000,4211,75.4,702.5,53.97509766,43.6,52.27,43.6,96.0,98.5,261.98
2021-06-11-16.00.00.000000,4212,75.4,702.5,53.97509766,43.6,52.27,43.6,96.0,98.5,261.98
2021-06-11-16.05.00.000000,4213,66.4,746.5,50.27880859,44.5,53.42,44.7,83.2,101.9,244.03
2021-06-11-16.10.00.000000,4214,66.4,746.5,50.27880859,44.5,53.42,44.7,83.2,101.9,244.03
2021-06-11-16.15.00.000000,4215,85.1,748.8,63.48632813,44.9,53.82,44.3,99.7,121.9,308.13
2021-06-11-16.20.00.000000,4216,89.9,750.1,67.53613281,45.1,54.15,44.5,110.3,134.6,327.78
2021-06-11-16.25.00.000000,4217,100.3,750.4,75.29589844,45.6,54.69,44.7,126.7,154.3,365.44
2021-06-11-16.30.00.000000,4218,110.4,748.9,83.41015625,46.0,55.19,45.0,146.7,178.1,404.82
2021-06-11-16.35.00.000000,4219,130.6,748.3,98.68457031,46.4,55.66,44.9,170.5,198.9,478.95
2021-06-11-16.40.00.000000,4220,175.8,746.3,132.4042969,46.8,56.14,44.5,225.9,244.8,642.6
2021-06-11-16.45.00.000000,4221,279.7,743.0,209.6875,47.2,56.61,44.1,359.6,280.3,1017.66
2021-06-11-16.50.00.000000,4222,344.8,729.8,253.9589844,47.9,57.47,44.2,447.0,397.5,1232.51
2021-06-11-16.55.00.000000,4223,420.5,723.2,307.7539063,48.9,58.64,44.5,553.2,618.6,1493.58
2021-06-11-17.00.00.000000,4224,448.2,725.9,330.2773438,50.2,60.21,45.1,662.2,867.9,1602.87
2021-06-11-17.05.00.000000,4225,511.2,730.3,378.0820313,51.1,61.36,45.1,772.4,950.9,1834.86
2021-06-11-17.10.00.000000,4226,502.7,722.7,369.671875,51.4,61.62,45.0,837.2,958.6,1794.03
2021-06-11-17.15.00.000000,4227,408.6,707.0,294.0039063,50.8,60.91,44.3,646.0,791.0,1426.79
2021-06-11-17.20.00.000000,4228,287.8,704.9,205.2207031,49.5,59.41,43.7,465.7,415.1,995.92
2021-06-11-17.25.00.000000,4229,270.6,716.1,196.9765625,48.2,57.87,42.9,349.5,394.7,955.91
2021-06-11-17.30.00.000000,4230,368.3,719.7,268.2539063,47.5,56.99,42.5,488.1,459.8,1301.8
2021-06-11-17.35.00.000000,4231,463.3,707.9,331.6015625,47.6,57.08,42.4,609.6,808.3,1609.2
2021-06-11-17.40.00.000000,4232,471.2,691.3,329.9335938,48.1,57.72,42.7,629.1,683.3,1601.09
2021-06-11-17.45.00.000000,4233,419.2,683.2,289.2851563,48.4,58.12,43.3,543.4,601.9,1403.82
2021-06-11-17.50.00.000000,4234,358.0,685.0,246.1503906,48.5,58.21,43.8,464.6,565.0,1194.49
2021-06-11-17.55.00.000000,4235,299.3,687.7,205.2675781,48.5,58.21,44.4,381.1,530.6,996.09
2021-06-11-18.00.00.000000,4236,221.9,690.0,151.9707031,48.5,58.21,44.9,284.3,343.4,737.45
2021-06-11-18.05.00.000000,4237,171.6,690.3,118.4082031,48.3,58.0,45.4,216.0,230.7,574.58
2021-06-11-18.10.00.000000,4238,110.4,685.9,76.54882813,47.9,57.44,46.1,151.9,160.5,371.45
2021-06-11-18.15.00.000000,4239,63.0,680.1,43.72460938,47.1,56.49,46.7,97.3,96.0,212.17
2021-06-11-18.20.00.000000,4240,56.9,674.2,38.8984375,46.7,56.02,47.1,78.9,105.3,188.75
2021-06-11-18.25.00.000000,4241,0.0,0.0,0.0,26.7,25.94,29.7,0.0,0.0,0.0
2021-06-18-09.05.00.000000,6145,330.8,706.4,236.1960938,52.5,63.04,48.7,940.3,1036.0,1719.7
2021-06-18-09.10.00.000000,6146,331.2,704.4,235.9265625,52.9,63.44,48.9,947.2,1041.2,1717.72
